Event_id,borough_id,crime_level,crime_level_weight
279878805,1,MISDEMEANOR,2
279878845,4,MISDEMEANOR,2
279881654,3,FELONY,3
279881660,3,FELONY,3
279881668,1,MISDEMEANOR,2
279881670,1,MISDEMEANOR,2
279881702,2,FELONY,3
279881710,2,FELONY,3
279881732,4,FELONY,3
279881740,4,MISDEMEANOR,2
279884531,3,FELONY,3
279884554,1,MISDEMEANOR,2
279884577,2,FELONY,3
279884578,2,FELONY,3
279884588,2,FELONY,3
279884590,2,FELONY,3
279884607,4,MISDEMEANOR,2
279884614,4,FELONY,3
279884615,4,FELONY,3
279887274,1,MISDEMEANOR,2
279887275,1,FELONY,3
279887276,1,FELONY,3
279887305,2,FELONY,3
279887306,2,FELONY,3
279887343,4,FELONY,3
279887344,4,FELONY,3
279887345,4,FELONY,3
279889837,3,FELONY,3
279889842,3,MISDEMEANOR,2
279889861,1,MISDEMEANOR,2
279889865,1,FELONY,3
279889873,2,FELONY,3
279889877,2,FELONY,3
279889905,4,FELONY,3
279889912,4,MISDEMEANOR,2
279892639,3,FELONY,3
279892668,1,MISDEMEANOR,2
279892688,2,MISDEMEANOR,2
279892690,2,MISDEMEANOR,2
279892692,2,FELONY,3
279892693,2,FELONY,3
279892695,2,FELONY,3
279892704,2,MISDEMEANOR,2
279892705,2,VIOLATION,1
279892734,4,VIOLATION,1
279892739,4,FELONY,3
279895870,3,FELONY,3
279895872,3,MISDEMEANOR,2
279895874,3,FELONY,3
279895892,1,FELONY,3
279895893,1,FELONY,3
279895894,1,MISDEMEANOR,2
279895922,2,MISDEMEANOR,2
279895932,2,VIOLATION,1
279895933,2,MISDEMEANOR,2
279895934,2,MISDEMEANOR,2
279895940,2,MISDEMEANOR,2
279895941,2,VIOLATION,1
279895942,2,VIOLATION,1
279895950,2,FELONY,3
279900097,1,MISDEMEANOR,2
279900124,2,MISDEMEANOR,2
279900133,2,FELONY,3
279900135,2,FELONY,3
279900169,4,FELONY,3
279900177,4,FELONY,3
279902349,3,MISDEMEANOR,2
279902368,1,FELONY,3
279902370,1,FELONY,3
279902397,2,FELONY,3
279905717,3,MISDEMEANOR,2
279905719,3,MISDEMEANOR,2
279905720,3,FELONY,3
279905729,1,MISDEMEANOR,2
279905761,2,MISDEMEANOR,2
279905786,4,MISDEMEANOR,2
279905800,4,FELONY,3
279909026,3,MISDEMEANOR,2
279909032,3,MISDEMEANOR,2
279909044,1,FELONY,3
279909078,2,MISDEMEANOR,2
279909090,2,MISDEMEANOR,2
279909127,4,MISDEMEANOR,2
279909131,5,FELONY,3
279911922,3,MISDEMEANOR,2
279911954,2,FELONY,3
279911967,2,FELONY,3
279912001,4,MISDEMEANOR,2
279912382,1,VIOLATION,1
279912392,2,FELONY,3
279912412,4,FELONY,3
279912428,4,FELONY,3
279912542,3,FELONY,3
279912549,3,MISDEMEANOR,2
279912559,1,MISDEMEANOR,2
279912560,1,MISDEMEANOR,2
279912562,1,MISDEMEANOR,2
279912593,2,MISDEMEANOR,2
279912599,2,MISDEMEANOR,2
279912601,2,MISDEMEANOR,2
279912617,2,VIOLATION,1
279912635,4,FELONY,3
279912868,3,MISDEMEANOR,2
279912937,2,MISDEMEANOR,2
279912939,2,MISDEMEANOR,2
279912960,4,MISDEMEANOR,2
279914248,3,VIOLATION,1
279914259,1,MISDEMEANOR,2
279914261,1,MISDEMEANOR,2
279914283,2,MISDEMEANOR,2
279914284,2,FELONY,3
279932152,3,MISDEMEANOR,2
279932188,2,MISDEMEANOR,2
279932206,4,FELONY,3
279932207,4,FELONY,3
279932208,4,MISDEMEANOR,2
279932719,3,FELONY,3
279933206,1,FELONY,3
279933212,1,FELONY,3
279936184,3,MISDEMEANOR,2
279936215,4,MISDEMEANOR,2
279937145,3,MISDEMEANOR,2
279937178,2,FELONY,3
279937186,2,MISDEMEANOR,2
279937211,5,FELONY,3
279939252,1,FELONY,3
279939261,1,MISDEMEANOR,2
279939292,2,MISDEMEANOR,2
279939319,4,FELONY,3
279939327,5,VIOLATION,1
279941470,3,MISDEMEANOR,2
279941473,3,FELONY,3
279941489,1,MISDEMEANOR,2
279941490,1,MISDEMEANOR,2
279944798,2,FELONY,3
279944813,1,MISDEMEANOR,2
279944830,1,MISDEMEANOR,2
279944845,2,VIOLATION,1
279944850,2,FELONY,3
279944894,4,VIOLATION,1
279944895,4,FELONY,3
279948113,1,MISDEMEANOR,2
279948125,2,VIOLATION,1
279948134,2,FELONY,3
279948161,4,MISDEMEANOR,2
279948175,5,VIOLATION,1
279950982,3,MISDEMEANOR,2
279951003,1,VIOLATION,1
279951017,2,FELONY,3
279951047,4,MISDEMEANOR,2
279951048,4,FELONY,3
279951056,4,MISDEMEANOR,2
279951058,5,VIOLATION,1
279954314,3,FELONY,3
279954335,1,MISDEMEANOR,2
279954339,1,MISDEMEANOR,2
279954353,2,MISDEMEANOR,2
279954354,2,FELONY,3
279954359,2,MISDEMEANOR,2
279954385,4,FELONY,3
279957482,1,MISDEMEANOR,2
279957494,2,FELONY,3
279957503,2,FELONY,3
279957504,2,MISDEMEANOR,2
279957538,4,FELONY,3
279961331,3,MISDEMEANOR,2
279961347,1,FELONY,3
279961348,1,MISDEMEANOR,2
279961349,1,MISDEMEANOR,2
279961351,1,FELONY,3
279961354,1,VIOLATION,1
279961356,1,FELONY,3
279961375,2,FELONY,3
279961413,4,MISDEMEANOR,2
279964521,3,MISDEMEANOR,2
279964523,3,FELONY,3
279964524,3,MISDEMEANOR,2
279964540,1,FELONY,3
279964544,1,VIOLATION,1
279964581,2,FELONY,3
279964620,4,MISDEMEANOR,2
279964621,4,VIOLATION,1
279968162,3,MISDEMEANOR,2
279968164,3,MISDEMEANOR,2
279968167,3,FELONY,3
279968195,1,MISDEMEANOR,2
279968209,2,FELONY,3
279968226,2,FELONY,3
279968248,4,FELONY,3
279972467,5,MISDEMEANOR,2
279972474,3,MISDEMEANOR,2
279972475,3,MISDEMEANOR,2
279972493,1,MISDEMEANOR,2
279972530,2,VIOLATION,1
279972536,2,MISDEMEANOR,2
279972556,4,MISDEMEANOR,2
279972557,4,MISDEMEANOR,2
279972566,4,FELONY,3
279972567,4,VIOLATION,1
279972572,5,FELONY,3
279975683,3,FELONY,3
279975714,1,VIOLATION,1
279975728,2,FELONY,3
279975729,2,FELONY,3
279975740,2,MISDEMEANOR,2
279975741,2,FELONY,3
279975747,2,VIOLATION,1
279975764,4,FELONY,3
279975777,5,VIOLATION,1
279978831,1,FELONY,3
279978832,1,FELONY,3
279978847,2,FELONY,3
279978857,2,FELONY,3
279978865,2,MISDEMEANOR,2
279978867,2,MISDEMEANOR,2
279981933,1,MISDEMEANOR,2
279981935,1,MISDEMEANOR,2
279981953,2,MISDEMEANOR,2
279981963,2,VIOLATION,1
279981976,2,MISDEMEANOR,2
279982011,4,FELONY,3
279985056,1,MISDEMEANOR,2
279985073,2,MISDEMEANOR,2
279985076,2,FELONY,3
279985083,2,MISDEMEANOR,2
279985418,3,FELONY,3
279985435,2,VIOLATION,1
279985437,2,FELONY,3
279985438,2,FELONY,3
279985445,2,FELONY,3
279985446,2,MISDEMEANOR,2
279985473,4,MISDEMEANOR,2
279985474,4,FELONY,3
279985482,4,FELONY,3
279985487,5,MISDEMEANOR,2
279985799,1,MISDEMEANOR,2
279985815,2,VIOLATION,1
279985816,2,FELONY,3
279985824,2,MISDEMEANOR,2
279985825,2,FELONY,3
279985858,4,MISDEMEANOR,2
279990175,3,MISDEMEANOR,2
279990186,1,FELONY,3
279990210,2,MISDEMEANOR,2
279990239,4,VIOLATION,1
279990241,4,MISDEMEANOR,2
279991539,1,MISDEMEANOR,2
279991553,2,MISDEMEANOR,2
279991569,4,FELONY,3
279991570,4,MISDEMEANOR,2
279991583,5,MISDEMEANOR,2
280000249,2,VIOLATION,1
280000252,2,FELONY,3
280000806,1,MISDEMEANOR,2
280000813,2,FELONY,3
280000815,2,FELONY,3
280000836,5,MISDEMEANOR,2
280001157,3,MISDEMEANOR,2
280001158,3,MISDEMEANOR,2
280001171,2,MISDEMEANOR,2
280001184,4,MISDEMEANOR,2
280004565,2,FELONY,3
280004566,2,FELONY,3
280004568,2,FELONY,3
280004569,2,FELONY,3
280005667,1,MISDEMEANOR,2
280005694,4,VIOLATION,1
280007850,1,FELONY,3
280007902,4,FELONY,3
280009758,3,MISDEMEANOR,2
280009775,1,MISDEMEANOR,2
280009823,5,MISDEMEANOR,2
280009825,5,MISDEMEANOR,2
280012197,1,MISDEMEANOR,2
280012204,1,MISDEMEANOR,2
280012253,4,FELONY,3
280012254,4,MISDEMEANOR,2
280012256,4,MISDEMEANOR,2
280014276,3,MISDEMEANOR,2
280014278,3,MISDEMEANOR,2
280014314,1,FELONY,3
280014315,1,MISDEMEANOR,2
280014336,2,MISDEMEANOR,2
280016242,3,MISDEMEANOR,2
280016272,1,MISDEMEANOR,2
280016290,2,VIOLATION,1
280016320,4,FELONY,3
280016321,4,FELONY,3
280016325,4,MISDEMEANOR,2
280018580,1,MISDEMEANOR,2
280018602,2,FELONY,3
280018622,4,MISDEMEANOR,2
280018628,5,FELONY,3
280020742,3,MISDEMEANOR,2
280020791,2,FELONY,3
280023691,3,MISDEMEANOR,2
280023707,1,VIOLATION,1
280023709,1,MISDEMEANOR,2
280023710,1,MISDEMEANOR,2
280023711,1,MISDEMEANOR,2
280023712,1,MISDEMEANOR,2
280023723,2,FELONY,3
280023730,2,FELONY,3
280023731,2,MISDEMEANOR,2
280023751,4,FELONY,3
280026749,1,FELONY,3
280026759,1,MISDEMEANOR,2
280026768,1,FELONY,3
280026774,2,FELONY,3
280026778,2,VIOLATION,1
280026779,2,MISDEMEANOR,2
280026814,4,FELONY,3
280029704,3,VIOLATION,1
280029733,1,VIOLATION,1
280029734,1,MISDEMEANOR,2
280029735,1,MISDEMEANOR,2
280029744,1,FELONY,3
280029745,1,FELONY,3
280029746,1,FELONY,3
280029750,1,MISDEMEANOR,2
280029765,2,FELONY,3
280029815,4,MISDEMEANOR,2
280033327,3,FELONY,3
280033338,3,FELONY,3
280033345,1,MISDEMEANOR,2
280033373,2,MISDEMEANOR,2
280033375,2,MISDEMEANOR,2
280033376,2,MISDEMEANOR,2
280033377,2,MISDEMEANOR,2
280033411,4,FELONY,3
280033424,5,VIOLATION,1
280035772,3,FELONY,3
280035835,2,MISDEMEANOR,2
280035867,4,MISDEMEANOR,2
280035875,4,MISDEMEANOR,2
280035876,4,FELONY,3
280037589,3,VIOLATION,1
280037620,2,FELONY,3
280037621,2,FELONY,3
280037625,2,MISDEMEANOR,2
280037630,2,MISDEMEANOR,2
280039580,3,FELONY,3
280039610,1,MISDEMEANOR,2
280039636,2,FELONY,3
280039680,4,MISDEMEANOR,2
280041376,3,FELONY,3
280041379,3,VIOLATION,1
280041398,1,MISDEMEANOR,2
280041418,2,VIOLATION,1
280041420,2,MISDEMEANOR,2
280041421,2,VIOLATION,1
280041422,2,MISDEMEANOR,2
280041445,4,FELONY,3
280041446,4,VIOLATION,1
280041455,4,FELONY,3
280041456,4,MISDEMEANOR,2
280041888,1,MISDEMEANOR,2
280041909,2,FELONY,3
280041918,2,MISDEMEANOR,2
280041937,4,MISDEMEANOR,2
280041938,4,MISDEMEANOR,2
280041953,5,FELONY,3
280041957,5,FELONY,3
280042214,1,FELONY,3
280042215,1,FELONY,3
280042226,2,MISDEMEANOR,2
280042228,2,VIOLATION,1
280042230,2,MISDEMEANOR,2
280042561,3,FELONY,3
280042573,1,MISDEMEANOR,2
280042578,2,FELONY,3
280042585,2,MISDEMEANOR,2
280042589,2,MISDEMEANOR,2
280042604,4,FELONY,3
280042614,4,FELONY,3
280042621,5,FELONY,3
280043894,3,MISDEMEANOR,2
280043916,1,FELONY,3
280043921,2,MISDEMEANOR,2
280043928,2,VIOLATION,1
280043929,2,VIOLATION,1
280043931,2,FELONY,3
280043936,2,MISDEMEANOR,2
280043939,2,MISDEMEANOR,2
280043946,4,MISDEMEANOR,2
280050824,1,VIOLATION,1
280050831,2,MISDEMEANOR,2
280050856,4,FELONY,3
280050859,5,VIOLATION,1
280051146,2,MISDEMEANOR,2
280051164,2,FELONY,3
280051176,4,MISDEMEANOR,2
280051183,4,FELONY,3
280051395,3,MISDEMEANOR,2
280051419,4,VIOLATION,1
280054264,4,FELONY,3
280055271,2,FELONY,3
280055272,2,MISDEMEANOR,2
280055273,2,FELONY,3
280057272,1,MISDEMEANOR,2
280057274,1,MISDEMEANOR,2
280057275,1,MISDEMEANOR,2
280057280,2,FELONY,3
280059104,2,FELONY,3
280059108,3,MISDEMEANOR,2
280059116,1,MISDEMEANOR,2
280059118,1,MISDEMEANOR,2
280059130,2,MISDEMEANOR,2
280060878,3,VIOLATION,1
280060916,4,MISDEMEANOR,2
280060926,4,MISDEMEANOR,2
280060928,4,MISDEMEANOR,2
280062193,3,FELONY,3
280062209,2,VIOLATION,1
280062214,2,FELONY,3
280062216,2,FELONY,3
280062217,2,MISDEMEANOR,2
280062241,4,VIOLATION,1
280062246,4,MISDEMEANOR,2
280063702,1,VIOLATION,1
280063704,1,FELONY,3
280063722,2,VIOLATION,1
280063723,2,MISDEMEANOR,2
280063734,4,FELONY,3
280066085,1,MISDEMEANOR,2
280066100,2,FELONY,3
280066124,4,FELONY,3
280066140,5,MISDEMEANOR,2
280068314,2,VIOLATION,1
280068318,2,MISDEMEANOR,2
280068319,2,VIOLATION,1
280068333,4,MISDEMEANOR,2
280070597,2,VIOLATION,1
280070600,2,MISDEMEANOR,2
280070613,4,FELONY,3
280070614,4,MISDEMEANOR,2
280070615,4,FELONY,3
280070621,4,FELONY,3
280072682,3,FELONY,3
280072723,2,VIOLATION,1
280072724,2,MISDEMEANOR,2
280072725,2,FELONY,3
280072732,2,FELONY,3
280072741,4,FELONY,3
280072748,4,MISDEMEANOR,2
280072751,4,MISDEMEANOR,2
280074781,1,VIOLATION,1
280074810,2,MISDEMEANOR,2
280074811,2,FELONY,3
280074812,2,MISDEMEANOR,2
280074813,2,FELONY,3
280074840,4,MISDEMEANOR,2
280074841,4,MISDEMEANOR,2
280074842,4,MISDEMEANOR,2
280077468,1,FELONY,3
280077497,2,FELONY,3
280077531,4,FELONY,3
280077532,4,FELONY,3
280077538,4,FELONY,3
280077541,5,FELONY,3
280079244,1,MISDEMEANOR,2
280079285,4,MISDEMEANOR,2
280079286,4,FELONY,3
280079288,4,FELONY,3
280079306,5,MISDEMEANOR,2
280080787,3,FELONY,3
280080808,1,FELONY,3
280080875,4,VIOLATION,1
280080876,4,FELONY,3
280082370,3,FELONY,3
280082435,4,MISDEMEANOR,2
280083819,3,FELONY,3
280083827,1,MISDEMEANOR,2
280083883,4,MISDEMEANOR,2
280084023,2,MISDEMEANOR,2
280084024,2,FELONY,3
280084025,2,VIOLATION,1
280084049,4,VIOLATION,1
280084050,4,MISDEMEANOR,2
280084051,4,MISDEMEANOR,2
280084193,1,MISDEMEANOR,2
280084198,2,FELONY,3
280084199,2,FELONY,3
280084202,2,MISDEMEANOR,2
280084231,4,MISDEMEANOR,2
280084404,1,FELONY,3
280084432,4,VIOLATION,1
280085236,2,MISDEMEANOR,2
280085239,2,FELONY,3
280089516,2,FELONY,3
280089534,5,MISDEMEANOR,2
280089888,3,VIOLATION,1
280089915,4,MISDEMEANOR,2
280089916,4,FELONY,3
280090035,4,MISDEMEANOR,2
280090036,4,FELONY,3
280090037,4,FELONY,3
280092367,1,FELONY,3
280094480,3,FELONY,3
280094492,1,FELONY,3
280094514,4,FELONY,3
280094521,5,VIOLATION,1
280096422,1,MISDEMEANOR,2
280096427,1,FELONY,3
280096462,4,FELONY,3
280096466,5,VIOLATION,1
280096467,5,FELONY,3
280098081,3,MISDEMEANOR,2
280098098,1,MISDEMEANOR,2
280098104,1,VIOLATION,1
280098111,2,MISDEMEANOR,2
280098132,4,MISDEMEANOR,2
280099384,2,MISDEMEANOR,2
280099385,2,VIOLATION,1
280099404,4,VIOLATION,1
280100705,2,MISDEMEANOR,2
280100706,2,MISDEMEANOR,2
280102793,3,VIOLATION,1
280102810,1,FELONY,3
280102820,2,FELONY,3
280102821,2,MISDEMEANOR,2
280102824,2,FELONY,3
280102826,2,VIOLATION,1
280102840,4,FELONY,3
280102845,5,VIOLATION,1
280102846,5,MISDEMEANOR,2
280104925,3,MISDEMEANOR,2
280104952,1,MISDEMEANOR,2
280104953,1,FELONY,3
280104961,2,MISDEMEANOR,2
280104965,2,MISDEMEANOR,2
280104986,4,FELONY,3
280104987,4,MISDEMEANOR,2
280104988,5,MISDEMEANOR,2
280106975,1,MISDEMEANOR,2
280106996,2,MISDEMEANOR,2
280107019,4,FELONY,3
280109463,3,MISDEMEANOR,2
280109478,1,MISDEMEANOR,2
280109504,2,MISDEMEANOR,2
280109505,2,FELONY,3
280109528,4,FELONY,3
280109529,4,VIOLATION,1
280111730,3,FELONY,3
280111742,1,FELONY,3
280111750,1,MISDEMEANOR,2
280111752,1,MISDEMEANOR,2
280111770,2,MISDEMEANOR,2
280111777,2,MISDEMEANOR,2
280111784,2,FELONY,3
280111785,2,MISDEMEANOR,2
280111789,2,MISDEMEANOR,2
280113925,3,FELONY,3
280113934,1,MISDEMEANOR,2
280113937,1,FELONY,3
280113938,1,FELONY,3
280113941,1,VIOLATION,1
280113956,2,MISDEMEANOR,2
280113961,2,FELONY,3
280113973,2,MISDEMEANOR,2
280113998,4,MISDEMEANOR,2
280115649,3,MISDEMEANOR,2
280115658,1,MISDEMEANOR,2
280115659,1,MISDEMEANOR,2
280115687,2,FELONY,3
280115717,4,FELONY,3
280116897,3,MISDEMEANOR,2
280116902,3,MISDEMEANOR,2
280116923,1,FELONY,3
280116937,2,FELONY,3
280116944,2,FELONY,3
280116945,2,FELONY,3
280116956,4,VIOLATION,1
280116960,4,MISDEMEANOR,2
280116961,4,FELONY,3
280116965,5,MISDEMEANOR,2
280118369,3,MISDEMEANOR,2
280118378,1,FELONY,3
280118389,1,VIOLATION,1
280118400,2,FELONY,3
280118439,4,FELONY,3
280119970,3,MISDEMEANOR,2
280119984,1,FELONY,3
280120002,2,FELONY,3
280120003,2,FELONY,3
280120004,2,FELONY,3
280120005,2,FELONY,3
280120008,2,MISDEMEANOR,2
280120028,4,MISDEMEANOR,2
280120127,3,FELONY,3
280120128,3,MISDEMEANOR,2
280120141,1,FELONY,3
280120143,1,MISDEMEANOR,2
280120145,1,MISDEMEANOR,2
280120148,2,MISDEMEANOR,2
280120149,2,MISDEMEANOR,2
280120152,2,VIOLATION,1
280120186,4,FELONY,3
280120391,2,MISDEMEANOR,2
280120392,2,MISDEMEANOR,2
280120397,2,MISDEMEANOR,2
280120557,1,MISDEMEANOR,2
280120570,2,VIOLATION,1
280120571,2,MISDEMEANOR,2
280120579,2,FELONY,3
280120582,2,MISDEMEANOR,2
280120606,4,VIOLATION,1
280120613,4,FELONY,3
280121431,2,VIOLATION,1
280121452,4,MISDEMEANOR,2
280126596,3,FELONY,3
280126609,2,FELONY,3
280126618,4,MISDEMEANOR,2
280126623,4,MISDEMEANOR,2
280127555,4,VIOLATION,1
280127556,4,FELONY,3
280129412,3,VIOLATION,1
280129429,2,FELONY,3
280130585,4,MISDEMEANOR,2
280130590,4,FELONY,3
280130591,5,VIOLATION,1
280146045,4,MISDEMEANOR,2
280146070,2,VIOLATION,1
280146111,3,VIOLATION,1
280146116,3,MISDEMEANOR,2
280146122,3,MISDEMEANOR,2
280146127,3,FELONY,3
280146131,3,MISDEMEANOR,2
280146172,3,MISDEMEANOR,2
280146185,3,MISDEMEANOR,2
280146233,1,FELONY,3
280146236,1,MISDEMEANOR,2
280146237,1,MISDEMEANOR,2
280146240,1,FELONY,3
280146242,1,MISDEMEANOR,2
280146272,1,MISDEMEANOR,2
280146278,1,MISDEMEANOR,2
280146280,1,VIOLATION,1
280146281,1,MISDEMEANOR,2
280146287,1,MISDEMEANOR,2
